row_id,entity_id,timestamp,split,feature_linear,feature_corr,feature_big_scale,feature_small_scale,sensor_value,category,text_note,target
208,1207,2024-07-26,train,-0.042878,-0.033216,17944.080235,0.012944,44.657,A,Entity 1207 in train had activity level -0.043 and category A.,0
209,1208,2024-07-27,train,-0.539341,-0.690899,46287.029082,0.027711,43.96,A,Entity 1208 in train had activity level -0.539 and category A.,0
210,1209,2024-07-28,train,1.003206,2.177329,4168.085157,0.012439,51.061,A,Entity 1209 in train had activity level 1.003 and category A.,0
211,1210,2024-07-29,train,0.404494,0.862945,10621.752414,0.016634,39.994,A,Entity 1210 in train had activity level 0.404 and category A.,0
212,1211,2024-07-30,train,-0.362233,-0.682369,57897.467707,0.034925,37.356,A,Entity 1211 in train had activity level -0.362 and category A.,0
213,1212,2024-07-31,train,1.224252,2.43093,2941.873866,0.005994,48.226,A,Entity 1212 in train had activity level 1.224 and category A.,0
214,1213,2024-08-01,train,0.475013,1.123677,20669.10095,0.032348,41.376,A,Entity 1213 in train had activity level 0.475 and category A.,0
215,1214,2024-08-02,train,0.589151,0.789044,2510.966654,0.029832,51.689,B,Entity 1214 in train had activity level 0.589 and category B.,0
216,1215,2024-08-03,train,0.315872,0.67643,9311.144317,0.037351,39.41,A,Entity 1215 in train had activity level 0.316 and category A.,0
217,1216,2024-08-04,train,-0.667299,-1.450192,28881.802903,0.034785,42.933,C,Entity 1216 in train had activity level -0.667 and category C.,0
218,1217,2024-08-05,train,-1.410042,-2.794947,5065.725091,0.007139,33.911,A,Entity 1217 in train had activity level -1.410 and category A.,1
219,1218,2024-08-06,train,0.874918,1.688711,6064.900883,0.021277,42.446,C,Entity 1218 in train had activity level 0.875 and category C.,0
220,1219,2024-08-07,train,0.693963,1.301703,6679.063595,0.032379,,A,Entity 1219 in train had activity level 0.694 and category A.,0
221,1220,2024-08-08,train,0.221099,0.454147,3030.008691,0.001947,41.575,B,Entity 1220 in train had activity level 0.221 and category B.,0
222,1221,2024-08-09,train,0.731395,1.633927,16337.943926,0.011571,46.591,C,Entity 1221 in train had activity level 0.731 and category C.,0
223,1222,2024-08-10,train,-0.38229,-0.557962,26991.094562,0.008842,49.109,A,Entity 1222 in train had activity level -0.382 and category A.,0
224,1223,2024-08-11,train,-0.686866,-1.468241,5110.036776,0.019825,49.343,D,Entity 1223 in train had activity level -0.687 and category D.,0
225,1224,2024-08-12,train,-0.516314,-0.918228,3275.746509,0.018941,48.837,C,Entity 1224 in train had activity level -0.516 and category C.,0
226,1225,2024-08-13,train,-1.833771,-4.017093,3978.739841,0.022291,40.002,A,Entity 1225 in train had activity level -1.834 and category A.,0
227,1226,2024-08-14,train,0.265085,0.424245,9766.402942,0.010738,42.854,B,Entity 1226 in train had activity level 0.265 and category B.,0
228,1227,2024-08-15,train,-0.483536,-0.963961,3063.645967,0.019176,,C,Entity 1227 in train had activity level -0.484 and category C.,0
229,1228,2024-08-16,train,0.509735,0.942555,33923.813064,0.009704,46.413,B,Entity 1228 in train had activity level 0.510 and category B.,0
230,1229,2024-08-17,train,-0.676502,-1.484212,25130.964371,0.01437,37.845,A,Entity 1229 in train had activity level -0.677 and category A.,0
231,1230,2024-08-18,train,-1.972459,-3.667462,24746.262752,0.016557,37.257,B,Entity 1230 in train had activity level -1.972 and category B.,0
232,1231,2024-08-19,train,0.647844,1.029859,6595.072765,0.006096,40.61,A,Entity 1231 in train had activity level 0.648 and category A.,0
233,1232,2024-08-20,train,-0.322378,-0.768196,33635.161278,0.025668,33.536,A,Entity 1232 in train had activity level -0.322 and category A.,0
234,1233,2024-08-21,train,-0.614095,-1.656183,12754.9786,0.021685,44.382,B,Entity 1233 in train had activity level -0.614 and category B.,0
235,1234,2024-08-22,train,-0.877523,-1.993033,2103.348839,0.009257,,B,Entity 1234 in train had activity level -0.878 and category B.,0
236,1235,2024-08-23,train,-0.03655,-0.221597,3263.818214,0.019328,,A,Entity 1235 in train had activity level -0.037 and category A.,0
237,1236,2024-08-24,train,-0.447771,-0.252107,66911.181234,0.026961,44.632,C,Entity 1236 in train had activity level -0.448 and category C.,0
238,1237,2024-08-25,train,0.294339,0.655225,33938.469728,0.032609,42.357,A,Entity 1237 in train had activity level 0.294 and category A.,0
239,1238,2024-08-26,train,0.749903,1.415161,4957.483634,0.026149,39.106,C,Entity 1238 in train had activity level 0.750 and category C.,0
240,1239,2024-08-27,train,0.568347,1.108311,11357.842624,0.006855,39.379,A,Entity 1239 in train had activity level 0.568 and category A.,0
241,1000,2024-08-28,train,1.062753,2.171299,21053.408116,0.034725,48.795,C,Entity 1000 in train had activity level 1.063 and category C.,0
242,1001,2024-08-29,train,0.119034,0.454619,5058.024751,0.001316,40.807,C,Entity 1001 in train had activity level 0.119 and category C.,0
243,1002,2024-08-30,train,-0.245701,-0.682524,18348.223413,0.009619,45.557,C,Entity 1002 in train had activity level -0.246 and category C.,0
244,1003,2024-08-31,train,-0.570643,-0.665074,108188.44801,0.028967,44.878,A,Entity 1003 in train had activity level -0.571 and category A.,0
245,1004,2024-09-01,train,-0.968812,-1.523501,28431.14369,0.030942,41.021,A,Entity 1004 in train had activity level -0.969 and category A.,0
246,1005,2024-09-02,train,-0.056792,0.110219,7374.163649,0.027188,50.205,B,Entity 1005 in train had activity level -0.057 and category B.,0
247,1006,2024-09-03,train,0.528762,1.067415,7723.423937,0.029586,40.285,A,Entity 1006 in train had activity level 0.529 and category A.,0
248,1007,2024-09-04,train,0.029421,0.041369,18382.672572,0.007496,,A,Entity 1007 in train had activity level 0.029 and category A.,0
249,1008,2024-09-05,train,1.182096,2.409935,6942.357953,0.011674,52.272,A,Entity 1008 in train had activity level 1.182 and category A.,0
250,1009,2024-09-06,train,-1.326532,-2.641053,8297.688393,0.015229,39.629,A,Entity 1009 in train had activity level -1.327 and category A.,0
251,1010,2024-09-07,train,-1.062824,-1.898943,21255.412577,0.009864,43.617,B,Entity 1010 in train had activity level -1.063 and category B.,0
252,1011,2024-09-08,train,0.47052,1.08156,8152.387094,0.024808,44.37,C,Entity 1011 in train had activity level 0.471 and category C.,0
253,1012,2024-09-09,train,0.560591,1.045932,3819.86731,0.008034,56.428,A,Entity 1012 in train had activity level 0.561 and category A.,0
254,1013,2024-09-10,train,-0.170175,-0.611019,11661.43511,0.009697,46.348,A,Entity 1013 in train had activity level -0.170 and category A.,0
255,1014,2024-09-11,train,-1.103554,-2.24807,6401.382995,0.03812,36.738,A,Entity 1014 in train had activity level -1.104 and category A.,0
256,1015,2024-09-12,train,0.328632,0.789024,2148.831807,0.016366,43.679,A,Entity 1015 in train had activity level 0.329 and category A.,0
257,1016,2024-09-13,train,0.100054,0.106442,33875.750267,0.016032,44.98,A,Entity 1016 in train had activity level 0.100 and category A.,0
258,1017,2024-09-14,train,-1.227983,-2.630148,55920.96362,0.021476,48.192,B,Entity 1017 in train had activity level -1.228 and category B.,0
259,1018,2024-09-15,train,-0.190571,-0.41492,48362.277081,0.015985,43.77,B,Entity 1018 in train had activity level -0.191 and category B.,0
260,1019,2024-09-16,train,0.064709,-0.142548,9986.627202,0.023221,40.956,B,Entity 1019 in train had activity level 0.065 and category B.,0
261,1020,2024-09-17,train,-0.965848,-1.835703,17230.644935,0.016639,,D,Entity 1020 in train had activity level -0.966 and category D.,0
262,1021,2024-09-18,train,-0.211365,-0.545515,13077.591921,0.019317,37.975,A,Entity 1021 in train had activity level -0.211 and category A.,0
263,1022,2024-09-19,train,0.191702,0.263132,25169.867137,0.027086,40.256,A,Entity 1022 in train had activity level 0.192 and category A.,0
264,1023,2024-09-20,train,0.649693,0.718271,4288.784691,0.009274,49.396,A,Entity 1023 in train had activity level 0.650 and category A.,1
265,1024,2024-09-21,train,-0.524789,-1.092947,4720.358287,0.028189,41.086,A,Entity 1024 in train had activity level -0.525 and category A.,0
266,1025,2024-09-22,train,-0.352028,-0.570683,6812.945983,0.013039,43.319,A,Entity 1025 in train had activity level -0.352 and category A.,0
267,1026,2024-09-23,train,-1.183742,-2.422194,4915.187701,0.033821,39.522,B,Entity 1026 in train had activity level -1.184 and category B.,0
268,1027,2024-09-24,train,-0.848769,-1.511012,14219.32411,0.004714,45.449,A,Entity 1027 in train had activity level -0.849 and category A.,0
269,1028,2024-09-25,train,0.669132,1.436273,18923.025622,0.027737,52.753,B,Entity 1028 in train had activity level 0.669 and category B.,0
270,1029,2024-09-26,train,-0.411905,-0.877721,29622.361511,0.002144,46.281,A,Entity 1029 in train had activity level -0.412 and category A.,0
271,1030,2024-09-27,train,-1.226605,-2.339334,7162.393182,0.033596,37.288,A,Entity 1030 in train had activity level -1.227 and category A.,0
272,1031,2024-09-28,train,0.342346,0.607961,36938.652563,0.006728,45.598,A,Entity 1031 in train had activity level 0.342 and category A.,0
273,1032,2024-09-29,train,1.366584,2.846419,16562.924129,0.032904,44.972,A,Entity 1032 in train had activity level 1.367 and category A.,1
274,1033,2024-09-30,train,-0.912813,-1.557381,2511.035427,0.011908,38.484,D,Entity 1033 in train had activity level -0.913 and category D.,0
275,1034,2024-10-01,train,1.813987,3.43214,12576.142887,0.023517,58.262,A,Entity 1034 in train had activity level 1.814 and category A.,1
276,1035,2024-10-02,train,-0.468628,-0.850063,20866.644113,0.002374,42.601,A,Entity 1035 in train had activity level -0.469 and category A.,0
277,1036,2024-10-03,train,-0.202604,-0.216691,67280.707665,0.027172,34.241,A,Entity 1036 in train had activity level -0.203 and category A.,0
278,1037,2024-10-04,train,-2.293863,-4.281448,7359.703799,0.034643,36.548,A,Entity 1037 in train had activity level -2.294 and category A.,0
279,1038,2024-10-05,train,-1.375152,-2.593678,9592.412268,0.01808,45.771,B,Entity 1038 in train had activity level -1.375 and category B.,0
280,1039,2024-10-06,train,0.698049,1.520771,7452.621234,0.03801,54.716,A,Entity 1039 in train had activity level 0.698 and category A.,0
281,1040,2024-10-07,train,-1.498509,-2.763284,8626.783474,0.021377,42.07,A,Entity 1040 in train had activity level -1.499 and category A.,0
282,1041,2024-10-08,train,0.806635,1.381229,33152.93723,0.022646,43.472,A,Entity 1041 in train had activity level 0.807 and category A.,1
283,1042,2024-10-09,train,0.246178,0.229177,44046.000775,0.017651,51.942,A,Entity 1042 in train had activity level 0.246 and category A.,0
284,1043,2024-10-10,train,1.532448,2.835555,6727.889024,0.037309,47.363,A,Entity 1043 in train had activity level 1.532 and category A.,0
285,1044,2024-10-11,train,0.534026,1.205279,6375.254783,0.009366,53.053,B,Entity 1044 in train had activity level 0.534 and category B.,1
286,1045,2024-10-12,train,0.008157,0.064996,48183.566972,0.000371,50.509,B,Entity 1045 in train had activity level 0.008 and category B.,0
287,1046,2024-10-13,train,0.931478,1.86289,10239.659711,0.012534,,C,Entity 1046 in train had activity level 0.931 and category C.,1
288,1047,2024-10-14,train,-1.737315,-3.178866,10566.621395,0.02122,37.287,A,Entity 1047 in train had activity level -1.737 and category A.,0
289,1048,2024-10-15,train,0.628162,1.377989,5016.751297,0.003468,38.535,A,Entity 1048 in train had activity level 0.628 and category A.,0
290,1049,2024-10-16,train,-0.551525,-1.095507,17934.40092,0.011079,37.704,A,Entity 1049 in train had activity level -0.552 and category A.,0
291,1050,2024-10-17,train,-0.744471,-1.811936,6828.617501,0.02071,39.716,A,Entity 1050 in train had activity level -0.744 and category A.,0
292,1051,2024-10-18,train,0.337453,0.887925,7798.55325,0.00451,41.362,A,Entity 1051 in train had activity level 0.337 and category A.,0
293,1052,2024-10-19,train,0.511204,0.924076,24871.404707,0.014616,41.956,B,Entity 1052 in train had activity level 0.511 and category B.,1
294,1053,2024-10-20,train,-0.508448,-0.809704,14930.045562,0.001593,44.883,A,Entity 1053 in train had activity level -0.508 and category A.,0
295,1054,2024-10-21,train,-1.408218,-2.502197,31813.969479,0.024642,43.82,A,Entity 1054 in train had activity level -1.408 and category A.,0
296,1055,2024-10-22,train,-0.050226,-0.308737,8642.444944,0.025372,44.161,C,Entity 1055 in train had activity level -0.050 and category C.,0
297,1056,2024-10-23,train,0.206608,0.330104,27036.480021,0.018135,48.056,B,Entity 1056 in train had activity level 0.207 and category B.,0
298,1057,2024-10-24,train,-1.722727,-3.36262,2414.336163,0.006553,32.392,D,Entity 1057 in train had activity level -1.723 and category D.,0
299,1058,2024-10-25,train,1.278413,2.703422,8473.790934,0.030857,57.9,A,Entity 1058 in train had activity level 1.278 and category A.,0
300,1059,2024-10-26,train,0.37786,0.639846,8996.205266,0.018208,40.237,A,Entity 1059 in train had activity level 0.378 and category A.,0
301,1060,2024-10-27,train,1.094697,2.25305,9580.703086,0.020353,44.872,A,Entity 1060 in train had activity level 1.095 and category A.,0
302,1061,2024-10-28,train,1.185585,2.551548,70431.891122,0.034299,54.658,B,Entity 1061 in train had activity level 1.186 and category B.,0
303,1062,2024-10-29,train,-1.449342,-2.577379,10264.510227,0.014912,42.738,A,Entity 1062 in train had activity level -1.449 and category A.,0
304,1063,2024-10-30,train,1.712771,3.333973,9725.81694,0.018604,52.045,A,Entity 1063 in train had activity level 1.713 and category A.,1
305,1064,2024-10-31,train,0.412536,1.053709,6809.860629,0.018557,52.081,B,Entity 1064 in train had activity level 0.413 and category B.,0
306,1065,2024-11-01,train,-0.685446,-1.291489,5124.365538,0.000255,43.523,A,Entity 1065 in train had activity level -0.685 and category A.,0
307,1066,2024-11-02,train,0.054127,0.099235,3716.385565,0.029089,37.844,A,Entity 1066 in train had activity level 0.054 and category A.,1
308,1067,2024-11-03,train,1.218718,2.662459,10508.585169,0.003721,52.767,C,Entity 1067 in train had activity level 1.219 and category C.,0
309,1068,2024-11-04,train,0.436669,0.814917,16844.424292,0.032799,47.584,A,Entity 1068 in train had activity level 0.437 and category A.,0
310,1069,2024-11-05,train,1.076483,2.032113,25793.758822,0.032033,47.652,B,Entity 1069 in train had activity level 1.076 and category B.,1
311,1070,2024-11-06,train,0.534886,1.382315,6563.373156,0.006575,45.17,A,Entity 1070 in train had activity level 0.535 and category A.,0
312,1071,2024-11-07,train,-0.607556,-1.216198,22532.740884,0.004797,40.006,A,Entity 1071 in train had activity level -0.608 and category A.,0
313,1072,2024-11-08,train,0.481056,0.745813,20430.289068,0.01423,48.19,A,Entity 1072 in train had activity level 0.481 and category A.,1
314,1073,2024-11-09,train,3.204196,5.888861,20135.024322,0.029923,46.079,A,Entity 1073 in train had activity level 3.204 and category A.,1
315,1074,2024-11-10,train,1.445666,2.19883,38533.533883,0.01489,55.185,B,Entity 1074 in train had activity level 1.446 and category B.,0
316,1075,2024-11-11,train,-0.40186,-0.683968,11383.591361,0.0361,50.614,A,Entity 1075 in train had activity level -0.402 and category A.,0
317,1076,2024-11-12,train,1.125616,2.203503,20614.317143,0.032867,,A,Entity 1076 in train had activity level 1.126 and category A.,0
318,1077,2024-11-13,train,-0.590666,-1.053683,22880.153721,0.035337,40.87,A,Entity 1077 in train had activity level -0.591 and category A.,0
319,1078,2024-11-14,train,-0.353738,-0.696539,9789.001088,0.007978,46.412,C,Entity 1078 in train had activity level -0.354 and category C.,0
320,1079,2024-11-15,train,-1.384012,-2.246528,9642.815772,0.014364,31.234,A,Entity 1079 in train had activity level -1.384 and category A.,0
321,1080,2024-11-16,train,0.392761,0.920602,16340.543148,0.031142,55.488,A,Entity 1080 in train had activity level 0.393 and category A.,0
322,1081,2024-11-17,train,-0.329471,-0.526281,10049.810583,0.026275,48.142,A,Entity 1081 in train had activity level -0.329 and category A.,0
323,1082,2024-11-18,train,0.388293,1.155838,14253.137874,0.033569,42.06,C,Entity 1082 in train had activity level 0.388 and category C.,0
324,1083,2024-11-19,train,-1.044546,-1.939511,9575.750346,0.028022,36.741,C,Entity 1083 in train had activity level -1.045 and category C.,0
325,1084,2024-11-20,train,0.899629,1.535878,7108.448716,0.00361,52.389,A,Entity 1084 in train had activity level 0.900 and category A.,0
326,1085,2024-11-21,train,-0.006423,0.022728,17934.762215,0.028678,,C,Entity 1085 in train had activity level -0.006 and category C.,0
327,1086,2024-11-22,train,1.572295,2.798698,33565.956945,0.038422,42.06,A,Entity 1086 in train had activity level 1.572 and category A.,0
328,1087,2024-11-23,train,0.295588,0.645911,16860.954122,0.037948,52.143,B,Entity 1087 in train had activity level 0.296 and category B.,0
329,1088,2024-11-24,train,-0.838238,-2.066979,12756.581366,0.023558,39.54,A,Entity 1088 in train had activity level -0.838 and category A.,0
330,1089,2024-11-25,train,-0.507641,-0.455848,5010.571922,0.015664,44.706,D,Entity 1089 in train had activity level -0.508 and category D.,0
331,1090,2024-11-26,train,0.726498,1.348855,1257.909455,0.005626,42.802,B,Entity 1090 in train had activity level 0.726 and category B.,0
332,1091,2024-11-27,train,-0.070335,0.159689,24867.453612,0.025564,41.467,C,Entity 1091 in train had activity level -0.070 and category C.,1
333,1092,2024-11-28,train,-0.020998,0.065212,29074.757314,0.029303,44.977,D,Entity 1092 in train had activity level -0.021 and category D.,0
334,1093,2024-11-29,train,0.044516,0.286637,21376.396544,0.034562,44.093,B,Entity 1093 in train had activity level 0.045 and category B.,0
335,1094,2024-11-30,train,-0.256139,-0.301543,15752.926018,0.006804,43.754,A,Entity 1094 in train had activity level -0.256 and category A.,0
336,1095,2024-12-01,train,-0.653754,-1.494109,5023.357877,0.019309,45.697,A,Entity 1095 in train had activity level -0.654 and category A.,0
337,1096,2024-12-02,train,0.572943,1.177267,19134.487204,0.028882,53.071,B,Entity 1096 in train had activity level 0.573 and category B.,1
338,1097,2024-12-03,train,0.758206,1.061606,4702.895916,0.006144,43.746,A,Entity 1097 in train had activity level 0.758 and category A.,0
339,1098,2024-12-04,train,0.074559,0.189409,16098.24784,0.003277,48.494,C,Entity 1098 in train had activity level 0.075 and category C.,0
340,1099,2024-12-05,train,0.730845,1.620372,21359.220037,0.007395,43.713,C,Entity 1099 in train had activity level 0.731 and category C.,0
341,1100,2024-12-06,train,0.1235,0.406709,50860.727553,0.026699,48.185,A,Entity 1100 in train had activity level 0.124 and category A.,0
342,1101,2024-12-07,train,-0.718434,-1.763086,5747.743855,0.032736,34.175,A,Entity 1101 in train had activity level -0.718 and category A.,0
343,1102,2024-12-08,train,-0.421128,-0.786885,39605.904593,0.020084,39.735,C,Entity 1102 in train had activity level -0.421 and category C.,0
344,1103,2024-12-09,train,-1.31234,-2.487325,5852.249867,0.039375,42.165,D,Entity 1103 in train had activity level -1.312 and category D.,0
345,1104,2024-12-10,train,-3.31464,-5.999315,2888.953398,0.010315,29.604,C,Entity 1104 in train had activity level -3.315 and category C.,0
346,1105,2024-12-11,train,0.425354,0.726752,22112.109653,0.018326,47.622,C,Entity 1105 in train had activity level 0.425 and category C.,0
347,1106,2024-12-12,train,-0.510835,-0.90678,2579.622274,0.037586,39.589,C,Entity 1106 in train had activity level -0.511 and category C.,0
348,1107,2024-12-13,train,0.511017,0.845054,25463.621963,0.015322,45.467,A,Entity 1107 in train had activity level 0.511 and category A.,0
349,1108,2024-12-14,train,-1.253136,-2.594457,83058.689416,0.01326,43.77,A,Entity 1108 in train had activity level -1.253 and category A.,1
350,1109,2024-12-15,train,-1.068293,-1.952946,4990.789862,0.011214,41.33,A,Entity 1109 in train had activity level -1.068 and category A.,0
351,1110,2024-12-16,train,1.121253,2.09199,15575.395874,0.016671,44.971,B,Entity 1110 in train had activity level 1.121 and category B.,0
352,1111,2024-12-17,train,1.899809,3.63599,1457.180145,0.032841,52.422,A,Entity 1111 in train had activity level 1.900 and category A.,1
353,1112,2024-12-18,train,1.283432,2.074663,20613.681676,0.033317,49.126,C,Entity 1112 in train had activity level 1.283 and category C.,0
354,1113,2024-12-19,train,0.634666,1.144367,68287.993136,0.020205,47.575,B,Entity 1113 in train had activity level 0.635 and category B.,0
355,1114,2024-12-20,train,0.93296,2.172174,4900.580568,0.006541,45.445,C,Entity 1114 in train had activity level 0.933 and category C.,0
356,1115,2024-12-21,train,-0.797479,-1.366028,32959.104278,0.038597,38.697,C,Entity 1115 in train had activity level -0.797 and category C.,0
357,1116,2024-12-22,train,1.813541,3.493857,10990.746932,0.036461,49.48,B,Entity 1116 in train had activity level 1.814 and category B.,0
358,1117,2024-12-23,train,0.042569,-0.115353,126165.454714,0.02571,42.145,A,Entity 1117 in train had activity level 0.043 and category A.,0
359,1118,2024-12-24,train,-0.864848,-2.011319,7473.677807,0.020461,43.837,B,Entity 1118 in train had activity level -0.865 and category B.,0
360,1119,2024-12-25,train,1.077131,2.014988,17092.641496,0.002553,42.338,D,Entity 1119 in train had activity level 1.077 and category D.,0
361,1120,2024-12-26,train,0.689994,1.194979,29487.354063,0.035987,53.13,C,Entity 1120 in train had activity level 0.690 and category C.,0
362,1121,2024-12-27,train,-0.907474,-1.781831,2576.18877,0.039899,38.569,A,Entity 1121 in train had activity level -0.907 and category A.,0
363,1122,2024-12-28,train,-0.612843,-1.22685,9759.116703,0.021385,40.127,B,Entity 1122 in train had activity level -0.613 and category B.,0
364,1123,2024-12-29,train,-1.101808,-1.850818,1934.585347,0.007245,44.331,A,Entity 1123 in train had activity level -1.102 and category A.,0
365,1124,2024-12-30,train,0.646862,1.53209,8676.928619,0.014211,48.483,B,Entity 1124 in train had activity level 0.647 and category B.,0
366,1125,2024-12-31,train,-0.915165,-1.856165,70815.252552,0.018821,,C,Entity 1125 in train had activity level -0.915 and category C.,0
367,1126,2025-01-01,train,-2.111068,-4.012356,5827.876143,0.002162,,C,Entity 1126 in train had activity level -2.111 and category C.,0
368,1127,2025-01-02,train,1.02512,2.150368,5870.649891,0.012655,48.811,B,Entity 1127 in train had activity level 1.025 and category B.,0
369,1128,2025-01-03,train,-0.067739,-0.144702,8440.530544,0.006744,52.343,B,Entity 1128 in train had activity level -0.068 and category B.,0
370,1129,2025-01-04,train,-0.449155,-1.002852,5085.318313,0.038613,46.66,A,Entity 1129 in train had activity level -0.449 and category A.,1
371,1130,2025-01-05,train,-0.871082,-1.280796,18737.023513,0.025067,48.858,A,Entity 1130 in train had activity level -0.871 and category A.,0
372,1131,2025-01-06,train,0.457557,0.756469,7866.846085,0.032954,44.439,A,Entity 1131 in train had activity level 0.458 and category A.,0
373,1132,2025-01-07,train,2.629967,4.529135,3313.30765,0.01437,60.452,A,Entity 1132 in train had activity level 2.630 and category A.,1
374,1133,2025-01-08,train,-0.524629,-1.013476,6407.018954,0.029363,45.627,B,Entity 1133 in train had activity level -0.525 and category B.,1
375,1134,2025-01-09,train,0.576223,0.976411,7958.105128,0.039787,46.306,B,Entity 1134 in train had activity level 0.576 and category B.,0
376,1135,2025-01-10,train,0.198755,0.17543,25602.058067,0.018976,43.413,A,Entity 1135 in train had activity level 0.199 and category A.,0
377,1136,2025-01-11,train,-0.435311,-0.975893,7059.993322,0.033226,42.275,A,Entity 1136 in train had activity level -0.435 and category A.,0
378,1137,2025-01-12,train,0.348271,0.708285,20398.249018,0.01052,48.073,A,Entity 1137 in train had activity level 0.348 and category A.,1
379,1138,2025-01-13,train,-0.71629,-1.357513,24541.102728,0.00011,41.35,B,Entity 1138 in train had activity level -0.716 and category B.,0
380,1139,2025-01-14,train,-1.342831,-2.32904,20582.157027,0.028943,41.119,A,Entity 1139 in train had activity level -1.343 and category A.,0
381,1140,2025-01-15,train,-0.469432,-0.869466,12324.54928,0.011623,44.822,C,Entity 1140 in train had activity level -0.469 and category C.,0
382,1141,2025-01-16,train,-0.467933,-0.476778,18881.047344,0.026534,40.67,A,Entity 1141 in train had activity level -0.468 and category A.,0
383,1142,2025-01-17,train,1.6091,3.280125,16389.689488,0.038492,53.661,A,Entity 1142 in train had activity level 1.609 and category A.,0
384,1143,2025-01-18,train,-1.519125,-2.855033,6777.44378,0.027847,43.227,A,Entity 1143 in train had activity level -1.519 and category A.,0
385,1144,2025-01-19,train,0.510091,0.655501,16304.668736,0.014344,50.423,A,Entity 1144 in train had activity level 0.510 and category A.,1
386,1145,2025-01-20,train,-2.402089,-4.469456,8563.787291,0.016451,37.989,A,Entity 1145 in train had activity level -2.402 and category A.,0
387,1146,2025-01-21,train,0.151319,0.000801,859.286355,0.026794,40.488,A,Entity 1146 in train had activity level 0.151 and category A.,0
388,1147,2025-01-22,train,-0.447314,-0.848085,27206.109696,0.027052,46.801,A,Entity 1147 in train had activity level -0.447 and category A.,0
389,1148,2025-01-23,train,-0.380885,-0.824454,33768.907219,0.034777,36.781,A,Entity 1148 in train had activity level -0.381 and category A.,1
390,1149,2025-01-24,train,2.778006,5.33212,44574.50964,0.016131,44.955,A,Entity 1149 in train had activity level 2.778 and category A.,0
391,1150,2025-01-25,train,-0.498934,-0.911865,2526.505517,0.004106,43.711,A,Entity 1150 in train had activity level -0.499 and category A.,0
392,1151,2025-01-26,train,0.000489,-0.136519,6064.740181,0.020334,39.778,A,Entity 1151 in train had activity level 0.000 and category A.,0
393,1152,2025-01-27,train,0.195747,0.610616,2973.732658,0.018925,43.239,B,Entity 1152 in train had activity level 0.196 and category B.,0
394,1153,2025-01-28,train,1.163771,1.986319,52605.96015,0.038577,41.322,A,Entity 1153 in train had activity level 1.164 and category A.,1
395,1154,2025-01-29,train,1.0596,2.283154,9951.997348,0.024434,45.861,A,Entity 1154 in train had activity level 1.060 and category A.,0
396,1155,2025-01-30,train,0.723309,1.352522,6787.838518,0.016579,50.159,C,Entity 1155 in train had activity level 0.723 and category C.,0
397,1156,2025-01-31,train,-1.428633,-3.176118,23609.655803,0.021215,44.959,A,Entity 1156 in train had activity level -1.429 and category A.,0
398,1157,2025-02-01,train,-1.023017,-1.822842,8048.105858,0.023142,45.218,B,Entity 1157 in train had activity level -1.023 and category B.,0
399,1158,2025-02-02,train,-1.034408,-1.970974,98409.746656,0.030495,40.817,A,Entity 1158 in train had activity level -1.034 and category A.,0
400,1159,2025-02-03,train,-0.212572,-0.695246,24314.819487,0.029937,41.724,A,Entity 1159 in train had activity level -0.213 and category A.,0
401,1160,2025-02-04,train,-0.472987,-1.007701,6009.497753,0.013812,41.053,B,Entity 1160 in train had activity level -0.473 and category B.,0
402,1161,2025-02-05,train,-2.142409,-4.137113,4728.186861,0.004616,33.194,A,Entity 1161 in train had activity level -2.142 and category A.,0
403,1162,2025-02-06,train,-0.026982,-0.47341,7017.323318,0.032332,,A,Entity 1162 in train had activity level -0.027 and category A.,0
404,1163,2025-02-07,train,1.237819,2.352008,5988.998271,0.011465,52.137,A,Entity 1163 in train had activity level 1.238 and category A.,0
405,1164,2025-02-08,train,1.886371,3.665455,54157.455277,0.02958,55.719,C,Entity 1164 in train had activity level 1.886 and category C.,0
406,1165,2025-02-09,train,-0.290444,-0.497128,4938.963159,0.02658,35.61,C,Entity 1165 in train had activity level -0.290 and category C.,0
407,1166,2025-02-10,train,-0.160616,-0.316604,10703.711247,0.031237,50.815,C,Entity 1166 in train had activity level -0.161 and category C.,0
408,1167,2025-02-11,train,-0.865697,-1.635946,3080.778535,0.024135,46.238,B,Entity 1167 in train had activity level -0.866 and category B.,0
409,1168,2025-02-12,train,0.250261,0.600919,4107.585539,0.01714,45.32,B,Entity 1168 in train had activity level 0.250 and category B.,0
410,1169,2025-02-13,train,-0.405703,-0.802809,6177.074541,0.006148,53.781,A,Entity 1169 in train had activity level -0.406 and category A.,0
411,1170,2025-02-14,train,-1.366793,-2.579885,3606.135609,0.012714,47.303,A,Entity 1170 in train had activity level -1.367 and category A.,0
412,1171,2025-02-15,train,0.517346,0.888936,9786.820201,0.008848,44.354,A,Entity 1171 in train had activity level 0.517 and category A.,0
413,1172,2025-02-16,train,-3.478226,-6.750018,38126.065344,0.000352,23.915,B,Entity 1172 in train had activity level -3.478 and category B.,0
414,1173,2025-02-17,train,-0.817792,-1.231584,7355.316601,0.012837,46.891,C,Entity 1173 in train had activity level -0.818 and category C.,0
415,1174,2025-02-18,train,1.656157,2.930547,3029.638678,0.017822,55.373,A,Entity 1174 in train had activity level 1.656 and category A.,0
